ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	mean	Label
otu3575	k__unidentified	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__SaccharopolysporaerythraeaprophagepSE211	18.16666667	otu3575
otu7460	k__unidentified	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__SaccharopolysporaerythraeaprophagepSE211	12.16666667	otu7460
otu45513	k__unidentified	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__SaccharopolysporaerythraeaprophagepSE211	4.833333333	otu45513
otu30888	k__unidentified	p__unidentified	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__SaccharopolysporaerythraeaprophagepSE211	4	otu30888
otu113485	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	9.666666667	otu113485
otu113428	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	7.166666667	otu113428
otu103218	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	13.83333333	otu103218
otu65601	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	3.666666667	otu65601
otu25367	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	328	otu25367
otu93189	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2	otu93189
otu30233	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	107.5	otu30233
otu45772	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	10.16666667	otu45772
otu34673	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	12.33333333	otu34673
otu117836	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	18.83333333	otu117836
otu113581	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	19.33333333	otu113581
otu30300	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	9.166666667	otu30300
otu43405	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	5	otu43405
otu66065	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	4.5	otu66065
otu118010	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	8.833333333	otu118010
otu85392	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	10.33333333	otu85392
otu29954	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	10.83333333	otu29954
otu27713	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	9.5	otu27713
otu123589	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2.666666667	otu123589
otu13107	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	4.166666667	otu13107
otu76822	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	716.6666667	otu76822
otu127097	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	10.66666667	otu127097
otu106740	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	11.33333333	otu106740
otu36721	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	29.83333333	otu36721
otu72011	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	45.83333333	otu72011
otu17487	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	7.333333333	otu17487
otu13655	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	4.5	otu13655
otu78839	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	10	otu78839
otu3350	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2.166666667	otu3350
otu19519	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	6.833333333	otu19519
otu120604	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	1.666666667	otu120604
otu58670	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	6	otu58670
otu64662	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2	otu64662
otu24297	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	3.5	otu24297
otu35241	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2.166666667	otu35241
otu28794	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2.5	otu28794
otu29951	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	3.666666667	otu29951
otu107848	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2	otu107848
otu125182	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	1.833333333	otu125182
otu49606	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	12.66666667	otu49606
otu14620	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2	otu14620
otu81330	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2	otu81330
otu78150	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	1.5	otu78150
otu78644	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2.666666667	otu78644
otu126801	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	7	otu126801
otu56084	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2.5	otu56084
otu8131	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2.666666667	otu8131
otu43600	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	20.66666667	otu43600
otu117632	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2.833333333	otu117632
otu113398	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	3.666666667	otu113398
otu30269	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	3.5	otu30269
otu89364	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	1.833333333	otu89364
otu123882	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	20	otu123882
otu95575	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	1.666666667	otu95575
otu41482	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	5.666666667	otu41482
otu4875	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	18.33333333	otu4875
otu95542	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	1.833333333	otu95542
otu43044	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	1.5	otu43044
otu30123	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	5.833333333	otu30123
otu26944	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	12.5	otu26944
otu41468	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	5.333333333	otu41468
otu37304	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	7.5	otu37304
otu30124	k__unassigned	p__unassigned	c__unassigned	o__unassigned	f__unassigned	g__unassigned	s__unassigned	2.5	otu30124
otu104512	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	3.333333333	otu104512
otu74687	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	2.666666667	otu74687
otu95405	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	3.5	otu95405
otu35984	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	11.83333333	otu35984
otu46285	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Collimonas	s__Collimonasfungivorans	24	otu46285
otu79492	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	194.6666667	otu79492
otu85486	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	17	otu85486
otu110513	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxisgranuli	5	otu110513
otu64271	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	3.166666667	otu64271
otu9290	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	1.833333333	otu9290
otu77367	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Collimonas	s__Collimonasfungivorans	153.6666667	otu77367
otu61379	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	10.16666667	otu61379
otu102473	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	5.166666667	otu102473
otu98692	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	4.833333333	otu98692
otu72710	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	6.166666667	otu72710
otu15565	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	6.5	otu15565
otu115903	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	12.16666667	otu115903
otu84587	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	18.5	otu84587
otu10169	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidusmetallidurans	22.5	otu10169
otu121108	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	2.5	otu121108
otu84393	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	5.666666667	otu84393
otu113180	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	5.166666667	otu113180
otu67520	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	3.5	otu67520
otu37581	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	2.333333333	otu37581
otu1899	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	s__Sinorhizobiumamericanum	13.66666667	otu1899
otu64558	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	2.5	otu64558
otu50073	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	3.833333333	otu50073
otu79451	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	1.5	otu79451
otu107058	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasaeruginosa	3.333333333	otu107058
otu19963	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidusmetallidurans	7.5	otu19963
otu77047	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	6.666666667	otu77047
otu23899	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasaeruginosa	2.833333333	otu23899
otu115509	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	3.166666667	otu115509
otu19680	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasaeruginosa	8.333333333	otu19680
otu25321	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasstutzeri	4.333333333	otu25321
otu6131	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	15.5	otu6131
otu64581	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	52.5	otu64581
otu82892	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasaeruginosa	19.83333333	otu82892
otu46422	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasaeruginosa	23.83333333	otu46422
otu93286	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	12.33333333	otu93286
otu53190	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidusmetallidurans	2.166666667	otu53190
otu72744	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxisgranuli	24.16666667	otu72744
otu94984	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	6.833333333	otu94984
otu20635	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	s__Sinorhizobiumamericanum	4.166666667	otu20635
otu117992	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	2.166666667	otu117992
otu36295	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	2.5	otu36295
otu39847	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae	g__Pleomorphomonas	s__Pleomorphomonassp.SM30	8.166666667	otu39847
otu106157	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	7.166666667	otu106157
otu64520	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Collimonas	s__Collimonasfungivorans	7.166666667	otu64520
otu19442	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	2.5	otu19442
otu39061	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	3.666666667	otu39061
otu61167	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Phaeobacter	s__Phaeobactergallaeciensis	10.66666667	otu61167
otu102373	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	23.16666667	otu102373
otu16416	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Phaeobacter	s__Phaeobactergallaeciensis	21.66666667	otu16416
otu89495	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	49.66666667	otu89495
otu2482	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	16.16666667	otu2482
otu43871	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	3.5	otu43871
otu115762	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Blastochloris	s__Blastochlorissp.GI	3.833333333	otu115762
otu39955	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	s__Sinorhizobiumamericanum	25	otu39955
otu72179	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	51	otu72179
otu68324	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Phaeobacter	s__Phaeobactergallaeciensis	38.83333333	otu68324
otu11047	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasaeruginosa	45.66666667	otu11047
otu117302	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__Xanthomonasoryzae	13.83333333	otu117302
otu79910	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasaeruginosa	72.66666667	otu79910
otu126277	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	307.1666667	otu126277
otu17548	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	134.3333333	otu17548
otu121237	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	12.5	otu121237
otu49751	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	6	otu49751
otu32811	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasstutzeri	27.16666667	otu32811
otu85150	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasaeruginosa	26.5	otu85150
otu117626	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidusgilardii	44.66666667	otu117626
otu58999	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	s__Sinorhizobiumamericanum	36	otu58999
otu46586	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	4.333333333	otu46586
otu105125	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	21.66666667	otu105125
otu9217	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	17.66666667	otu9217
otu61029	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	15.33333333	otu61029
otu68054	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	11.33333333	otu68054
otu111458	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	15.33333333	otu111458
otu48767	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	32.83333333	otu48767
otu109992	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	536.3333333	otu109992
otu1437	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	21.66666667	otu1437
otu80789	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasaeruginosa	15	otu80789
otu105611	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	s__Sinorhizobiumamericanum	9	otu105611
otu4835	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidusgilardii	100.1666667	otu4835
otu63359	k__Bacteria	c__Gammaproteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonasfluorescens	67.33333333	otu63359
otu46160	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Collimonas	s__Collimonasfungivorans	10.16666667	otu46160
otu51951	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidusmetallidurans	7.666666667	otu51951
otu50063	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	10.5	otu50063
otu88804	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumdiazoefficiens	11.5	otu88804
otu76417	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumsp.S23321	25.33333333	otu76417
otu62744	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Phaeobacter	s__Phaeobactergallaeciensis	90.16666667	otu62744
otu8712	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Collimonas	s__Collimonasfungivorans	38.33333333	otu8712
otu42949	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified	g__Hartmannibacter	s__Hartmannibacterdiazotrophicus	69.33333333	otu42949
otu19038	k__Bacteria	c__Betaproteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidusmetallidurans	10.66666667	otu19038
otu68819	k__Bacteria	c__Alphaproteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	s__Bradyrhizobiumjaponicum	5.666666667	otu68819
